Primary Key,Start,End,Length of Placement - Days,Distance,Inside or Outside District,Placement Provision,Placement Type,Change Reason
2007,18/12/2023,11/04/2024,731,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
2064,23/07/2024,08/08/2024,513,,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,Still with same carer - change to status of placement only
2100,12/03/2024,15/03/2024,646,,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2127,23/06/2025,24/11/2025,178,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
2322,26/02/2025,28/04/2025,295,,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2338,21/10/2023,10/01/2024,789,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
2444,17/04/2024,16/09/2024,610,,IN,PR1 - Own provision by LA,Kinship - short term,Still with same carer - change to status of placement only
2488,17/03/2025,21/08/2025,276,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
2499,14/04/2025,02/09/2025,248,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Still with same carer - change to status of placement only
2551,31/10/2024,01/01/2025,413,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Still with same carer - change to status of placement only
55,04/04/2023,09/04/2023,989,0,OUT,PR1 - Own provision by LA,Temporary Placement,
459,01/04/2025,12/06/2025,261,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
600,03/06/2025,10/06/2025,198,0,IN,PR1 - Own provision by LA,Temporary Placement,
856,21/02/2024,28/02/2024,666,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
905,25/10/2024,28/10/2024,419,0,IN,PR1 - Own provision by LA,Temporary Placement,
908,16/09/2024,30/09/2024,458,0,IN,PR1 - Own provision by LA,Temporary Placement,
950,05/04/2023,24/07/2023,988,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1017,05/04/2023,25/07/2023,988,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1044,11/10/2023,04/04/2024,799,0,IN,PR1 - Own provision by LA,Kinship - short term,
1098,21/02/2024,28/02/2024,666,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1186,13/07/2023,20/07/2023,889,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1238,22/08/2024,06/09/2024,483,0,IN,PR1 - Own provision by LA,Kinship - short term,
1274,28/09/2024,12/10/2024,446,0,IN,PR1 - Own provision by LA,Temporary Placement,
1339,12/12/2023,26/04/2024,737,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1342,12/12/2023,26/04/2024,737,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1347,12/12/2023,26/04/2024,737,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1421,12/12/2023,26/04/2024,737,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1422,12/12/2023,26/04/2024,737,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1462,21/09/2023,10/10/2023,819,0,IN,PR1 - Own provision by LA,Kinship - short term,
1513,04/04/2023,09/04/2023,989,0,OUT,PR1 - Own provision by LA,Temporary Placement,
1538,21/02/2024,28/02/2024,666,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1580,13/07/2023,20/07/2023,889,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1583,12/11/2025,14/11/2025,36,0,IN,PR1 - Own provision by LA,Fostering – short term,
1592,14/03/2024,23/04/2024,644,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1776,22/05/2025,18/07/2025,210,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1804,08/08/2024,23/08/2024,497,0,IN,PR1 - Own provision by LA,Temporary Placement,
1808,31/07/2024,02/09/2024,505,0,IN,PR4 - Private Provision,Unregistered Placement,
1815,14/03/2024,23/04/2024,644,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1853,21/02/2024,28/02/2024,666,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1928,08/08/2024,23/08/2024,497,0,IN,PR1 - Own provision by LA,Temporary Placement,
2053,27/09/2024,18/12/2024,447,0,OUT,PR0 - Parents or other person with parental responsibility,Placed with Parents,
2094,14/03/2024,23/04/2024,644,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
2110,06/04/2023,21/03/2024,987,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2126,13/08/2023,23/08/2023,858,0,IN,PR1 - Own provision by LA,Temporary Placement,
2141,13/10/2023,10/06/2024,797,0,IN,PR1 - Own provision by LA,Kinship - short term,
2208,30/11/2024,13/12/2024,383,0,IN,PR1 - Own provision by LA,Temporary Placement,
2220,16/05/2023,05/03/2024,947,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2237,06/09/2023,25/10/2023,834,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
2259,28/06/2023,08/10/2024,904,0,IN,PR4 - Private Provision,Unregistered Placement,
2297,16/08/2023,17/08/2023,855,0,IN,PR1 - Own provision by LA,Fostering – short term,
2304,29/08/2023,28/03/2024,842,0,IN,PR4 - Private Provision,Fostering – short term,
2331,22/09/2023,02/09/2024,818,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2344,24/01/2024,19/07/2024,694,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2400,12/04/2024,23/04/2024,615,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
2403,21/12/2023,05/06/2025,728,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2428,26/11/2024,01/12/2024,387,0,OUT,PR1 - Own provision by LA,Temporary Placement,
2482,04/11/2024,31/03/2025,409,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
2484,28/03/2024,20/03/2025,630,0,OUT,PR4 - Private Provision,Semi-independent supported accommodation,
2502,02/05/2024,14/08/2025,595,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2521,25/04/2025,20/06/2025,237,0,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
2528,17/06/2024,15/11/2024,549,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2534,26/06/2024,08/11/2024,540,0,OUT,PR4 - Private Provision,Fostering – short term,
2549,25/07/2024,12/10/2025,511,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2564,22/08/2024,27/01/2025,483,0,OUT,PR4 - Private Provision,Semi-independent supported accommodation,
2613,06/11/2024,25/05/2025,407,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2627,27/11/2024,09/06/2025,386,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
2643,24/04/2025,17/10/2025,238,0,IN,PR4 - Private Provision,Semi-independent supported accommodation,
1183,21/03/2025,01/07/2025,272,0.4,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,
1359,21/03/2025,01/07/2025,272,0.4,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,
2039,21/03/2025,01/07/2025,272,0.4,IN,PR1 - Own provision by LA,Kinship - Unregistered Carer,
613,05/05/2025,13/05/2025,227,0.5,IN,PR1 - Own provision by LA,Temporary Placement,
1569,13/04/2024,15/04/2024,614,0.5,IN,PR1 - Own provision by LA,Temporary Placement,
1889,13/04/2024,15/04/2024,614,0.5,IN,PR1 - Own provision by LA,Temporary Placement,
2153,21/10/2024,26/10/2024,423,0.5,IN,PR1 - Own provision by LA,Temporary Placement,
1552,06/02/2024,08/02/2024,681,0.9,IN,PR1 - Own provision by LA,Temporary Placement,
267,05/06/2025,08/06/2025,196,1,IN,PR1 - Own provision by LA,Fostering – long term,
511,05/06/2025,08/06/2025,196,1,IN,PR1 - Own provision by LA,Fostering – long term,
568,14/04/2025,24/07/2025,248,1,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
629,01/06/2023,18/10/2024,931,1,IN,PR1 - Own provision by LA,Kinship - short term,
732,31/07/2023,29/09/2023,871,1,IN,PR1 - Own provision by LA,Kinship - short term,
751,18/08/2023,25/08/2023,853,1,IN,PR4 - Private Provision,Semi-independent supported accommodation,
811,01/06/2023,18/10/2024,931,1,IN,PR1 - Own provision by LA,Kinship - short term,
850,15/12/2023,31/05/2024,734,1,IN,PR1 - Own provision by LA,Kinship - short term,
852,15/12/2023,31/05/2024,734,1,IN,PR1 - Own provision by LA,Kinship - short term,
1063,14/10/2024,01/11/2024,430,1,IN,PR1 - Own provision by LA,Temporary Placement,
1076,25/03/2024,21/10/2024,633,1,IN,PR1 - Own provision by LA,Kinship - short term,
1147,06/10/2023,15/10/2023,804,1,IN,PR1 - Own provision by LA,Temporary Placement,
1153,26/04/2023,16/06/2023,967,1,IN,PR4 - Private Provision,Semi-independent supported accommodation,
1154,25/06/2023,10/07/2023,907,1,IN,PR4 - Private Provision,Semi-independent supported accommodation,
1231,14/10/2024,01/11/2024,430,1,IN,PR1 - Own provision by LA,Temporary Placement,
1259,06/10/2023,15/10/2023,804,1,IN,PR1 - Own provision by LA,Temporary Placement,
1307,11/07/2023,13/03/2024,891,1,IN,PR1 - Own provision by LA,Kinship - short term,
1427,23/11/2024,24/11/2024,390,1,IN,PR1 - Own provision by LA,Temporary Placement,
1428,03/05/2025,08/05/2025,229,1,IN,PR1 - Own provision by LA,Temporary Placement,
1429,03/05/2025,11/05/2025,229,1,IN,PR1 - Own provision by LA,Temporary Placement,
1430,23/11/2024,30/11/2024,390,1,IN,PR1 - Own provision by LA,Temporary Placement,
1431,07/11/2025,10/11/2025,41,1,IN,PR1 - Own provision by LA,Temporary Placement,
1434,07/11/2025,10/11/2025,41,1,IN,PR1 - Own provision by LA,Temporary Placement,
1435,03/05/2025,11/05/2025,229,1,IN,PR1 - Own provision by LA,Temporary Placement,
1436,23/11/2024,30/11/2024,390,1,IN,PR1 - Own provision by LA,Temporary Placement,
1515,28/06/2024,30/06/2024,538,1,IN,PR1 - Own provision by LA,Temporary Placement,
1571,01/08/2024,10/08/2024,504,1,IN,PR1 - Own provision by LA,Temporary Placement,
1579,25/03/2024,07/11/2024,633,1,IN,PR1 - Own provision by LA,Kinship - short term,
1666,11/12/2024,21/01/2025,372,1,IN,PR1 - Own provision by LA,Fostering – short term,
1887,01/08/2024,10/08/2024,504,1,IN,PR1 - Own provision by LA,Temporary Placement,
2020,04/04/2023,08/11/2023,989,1,IN,PR1 - Own provision by LA,Kinship - short term,
2077,03/06/2024,07/06/2024,563,1,IN,PR1 - Own provision by LA,Temporary Placement,
2092,17/05/2023,26/05/2023,946,1,IN,PR1 - Own provision by LA,Kinship - short term,
2204,04/01/2024,14/06/2024,714,1,IN,PR1 - Own provision by LA,Fostering – short term,
2354,06/03/2024,16/08/2024,652,1,IN,PR4 - Private Provision,Fostering – short term,
2358,20/02/2024,01/07/2024,667,1,IN,PR4 - Private Provision,Semi-independent supported accommodation,
448,14/07/2023,25/03/2024,888,1.2,IN,PR1 - Own provision by LA,Kinship - short term,
2112,18/08/2023,30/08/2023,853,1.5,IN,PR1 - Own provision by LA,Temporary Placement,
419,14/06/2023,11/10/2024,918,1.8,IN,PR1 - Own provision by LA,Kinship - short term,
422,14/06/2023,28/01/2025,918,1.9,IN,PR1 - Own provision by LA,Kinship - short term,
239,09/06/2023,12/06/2023,923,2,IN,PR1 - Own provision by LA,Temporary Placement,
247,28/02/2024,19/07/2024,659,2,IN,PR4 - Private Provision,Semi-independent supported accommodation,
372,31/05/2024,01/06/2024,566,2,IN,PR1 - Own provision by LA,Temporary Placement,
412,22/04/2023,08/05/2023,971,2,IN,PR1 - Own provision by LA,Temporary Placement,
584,14/02/2025,01/08/2025,307,2,IN,PR1 - Own provision by LA,Kinship - short term,
638,30/05/2024,21/11/2024,567,2,IN,PR1 - Own provision by LA,Kinship - short term,
655,27/09/2025,11/10/2025,82,2,IN,PR1 - Own provision by LA,Temporary Placement,
693,14/02/2025,01/08/2025,307,2,IN,PR1 - Own provision by LA,Kinship - short term,
760,29/01/2024,12/02/2024,689,2,IN,PR1 - Own provision by LA,Kinship - short term,
835,31/10/2024,27/03/2025,413,2,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
938,20/08/2025,30/08/2025,120,2,IN,PR1 - Own provision by LA,Temporary Placement,
939,20/08/2025,30/08/2025,120,2,IN,PR1 - Own provision by LA,Temporary Placement,
952,01/04/2025,08/04/2025,261,2,OUT,PR1 - Own provision by LA,Temporary Placement,
977,29/01/2024,12/02/2024,689,2,IN,PR1 - Own provision by LA,Kinship - short term,
1006,22/07/2024,08/08/2024,514,2,IN,PR1 - Own provision by LA,Temporary Placement,
1021,08/03/2024,02/12/2024,650,2,IN,PR1 - Own provision by LA,Kinship - short term,
1043,20/08/2025,30/08/2025,120,2,IN,PR1 - Own provision by LA,Temporary Placement,
1065,31/10/2024,27/03/2025,413,2,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,
1160,01/04/2025,08/04/2025,261,2,IN,PR1 - Own provision by LA,Temporary Placement,
1320,02/06/2024,25/06/2024,564,2,IN,PR1 - Own provision by LA,Temporary Placement,
